电影名称,评分,评论数,类型,地区,上映年份,总分
化妆师,3.1,1843,喜剧/惊悚,中国大陆,2014,5713.3
莎乐美 ,8.8,1842,剧情,西班牙,2002,16209.6
二十四只眼睛 二十四の,8.6,1842,剧情,日本,1954,15841.2
鸽子也能上天堂 ,7.6,1842,剧情/科幻/动画/短片/奇幻,法国,2007,13999.2
杨过与小龙女 楊過與小龍,6.6,1842,动作/爱情/武侠/古装,香港,1983,12157.2
鹿铃,8.7,1841,动画/短片,中国大陆,1905,16016.7
情人钥匙 Pres,7.3,1841,爱情,日本,2006,13439.3
布鲁娜·瑟非斯丁,6.8,1841,剧情,巴西,2011,12518.8
秘密与谎言,8.2,1840,剧情/喜剧/家庭,英国/法国,1996,15088
老大靠边闪,6.7,1840,喜剧/犯罪,美国/澳大利亚,2002,12328
阳光情人,8.5,1839,剧情/爱情/历史/战争,德国/奥地利/加拿大/匈牙利,1999,15631.5
黑雨,7.2,1839,剧情/动作/惊悚/犯罪,美国,1989,13240.8
蓝可儿之旅,4.9,1837,悬疑/惊悚/短片,中国大陆/美国/澳大利亚,2014,9001.3
蜡笔小新之动感超人大战泳装魔王 クレヨンしんちゃん アクション仮面VSハイ,7.5,1836,喜剧/动画,日本,1993,13770
公主追杀令,7.6,1835,剧情/动作/动画,德国/丹麦,2006,13946
女大不中留,7.9,1834,剧情/喜剧/爱情,英国,1954,14488.6
蓝色果冻海 ,7.9,1833,剧情,法国/以色列,2007,14480.7
我的秘密城堡,7.4,1833,剧情/爱情,英国,2003,13564.2
靓妹仔,7.2,1832,剧情,香港,1982,13190.4
御姐玫瑰 お姉チャンバ,3.8,1832,动作/恐怖,日本,2008,6961.6
另一部同志电影,6.1,1831,喜剧/同性,美国,2006,11169.1
移民第二代,8.3,1830,剧情,美国,2007,15189
米兰心事,8,1830,剧情,意大利,1963,14640
人·鬼·情,8.2,1829,剧情,中国大陆,1905,14997.8
夜色,6.6,1828,剧情/爱情/悬疑/惊悚,美国,1994,12064.8
怪侠一枝梅 怪俠一枝,6.5,1828,喜剧/动作/犯罪,香港,1994,11882
官能的法则,6.1,1828,喜剧/爱情,韩国,2014,11150.8
米芽米咕人,7.8,1827,动画/家庭,法国/意大利,2008,14250.6
夜深血红,7.8,1827,悬疑/恐怖/犯罪,意大利,1975,14250.6
十亿韩元,6.5,1827,惊悚/冒险,韩国,2009,11875.5
五十度黑,4.6,1827,喜剧,美国,2016,8404.2
警员,7.5,1826,剧情,法国,2011,13695
深狱父子情,6.9,1825,剧情,英国,2013,12592.5
小猫奇缘 ネコナ,6.7,1825,剧情,日本,2008,12227.5
雷顿教授与永远的歌姬 映画　レイトン教授と永遠の歌,7.6,1824,动画/悬疑/犯罪/冒险,日本,2009,13862.4
白狗,7.9,1823,剧情/惊悚/恐怖,美国,1982,14401.7
遗迹守护者 スプリガ,7.2,1823,科幻/动画/惊悚/冒险,日本,1998,13125.6
安妮日记,8.3,1822,剧情/战争,美国,2001,15122.6
沉默,8.4,1821,剧情,瑞典,1963,15296.4
攻壳机动队 新剧场版 攻殻機動隊 新,7.1,1821,动作/科幻/动画,日本,2015,12929.1
人之子 ,6.9,1821,剧情,法国,1997,12564.9
绝命休息站,5.2,1820,惊悚/恐怖,美国,2006,9464
军火,5.9,1819,喜剧/动作,日本/中国大陆,2003,10732.1
白朗宁版本,8.6,1818,剧情,英国,1951,15634.8
没牙的老虎,7.8,1818,动画,中国大陆,1905,14180.4
诡影迷情,3.2,1818,悬疑/惊悚,中国大陆,2015,5817.6
重建 Αναπαράστα,7.6,1816,剧情/犯罪,希腊,1905,13801.6
唇语惊魂 ,7.2,1816,剧情/爱情/惊悚/犯罪,法国,2001,13075.2
亚历克斯与艾玛,6.7,1815,喜剧/爱情,美国,2003,12160.5
天使之眼,6.3,1815,剧情/爱情/惊悚,美国,2001,11434.5
老虎都要嫁,6,1815,喜剧/爱情,中国大陆,2010,10890
十字街头,8,1814,剧情,中国,1937,14512
舞影随行,7.5,1814,剧情/同性/歌舞,美国,2013,13605
花园里的萤火虫,6.8,1814,剧情/家庭,美国,2008,12335.2
母语,6.6,1814,剧情/爱情/家庭,中国大陆,2012,11972.4
老师嫁老大,6.5,1814,喜剧,马来西亚/新加坡,2008,11791
最佳拍档之醉街拍档 最佳拍檔之醉街拍,6.1,1814,喜剧/动作,香港,1997,11065.4
野良神 OAD1 ノラガミ ,8.3,1813,剧情/动画,日本,2014,15047.9
非洲女王号,7.7,1813,剧情/爱情/战争/冒险,英国/美国,1951,13960.1
的士判官,7.2,1813,动作,香港,1993,13053.6
白河夜船,6.7,1813,剧情,日本,2015,12147.1
为了皇帝,5.3,1813,动作/惊悚/犯罪,韩国,2014,9608.9
守灵夜 寝ずの,7.7,1812,剧情/喜剧,日本,2006,13952.4
芭蕾刑警 刑事バレリー,6.5,1812,剧情,日本,2016,11778
同流者,8.5,1811,剧情,意大利/法国/西德,1970,15393.5
硬汉奶爸,4.3,1811,喜剧/家庭,中国大陆,2014,7787.3
短柄斧,4.6,1810,喜剧/恐怖,美国,2006,8326
横空出世,8.1,1809,剧情/历史,中国大陆,1999,14652.9
天使之卵 天使のたま,7.9,1809,剧情/科幻/动画/悬疑/恐怖/奇幻,日本,1985,14291.1
派对恐龙,7.6,1809,喜剧/动画/短片,美国,2012,13748.4
波蕾特的椅子 ポレットのイ,7.8,1808,动画/短片,日本,2014,14102.4
我最喜爱的物什,7.7,1808,剧情/爱情/短片,英国,2009,13921.6
30正,6.5,1807,喜剧/爱情,泰国,2011,11745.5
爸爸喜欢女人,6.4,1806,喜剧/爱情,韩国,2010,11558.4
2,6.6,1805,剧情,美国,2000,11913
乌鸦 2：天使,6.5,1805,动作/惊悚/犯罪/奇幻,美国,1996,11732.5
恐怖神棍节,4.6,1805,惊悚/恐怖,美国,2011,8303
失业生 失業,7.6,1804,剧情,香港,1981,13710.4
手机,6.7,1804,动作/惊悚,韩国,2015,12086.8
小镇,7.8,1803,剧情,土耳其,1997,14063.4
冰海沉船,8.3,1802,剧情/动作/历史/灾难,英国,1958,14956.6
未来蝙蝠侠：小丑归来,7.2,1802,动作/科幻/动画/惊悚/犯罪,美国,2001,12974.4
捷克惊魂夜 ,8.2,1801,动画/恐怖,捷克,2007,14768.2
泥醉天使 酔いどれ天,8.1,1801,剧情/犯罪,日本,1948,14588.1
偷心俏佳人,6.7,1801,喜剧/爱情/犯罪,美国,2001,12066.7
一百英尺,5.2,1801,惊悚/恐怖,美国,2008,9365.2
雅典娜：无间谍局,4.7,1801,动作/爱情/悬疑,韩国,2012,8464.7
自由意志,7.7,1800,剧情/犯罪,德国,2006,13860
忏悔 Покаяни,8,1799,剧情,格鲁吉亚/苏联,1987,14392
图书馆员：寻找命运之矛的探险,6.2,1799,动作/奇幻/冒险,美国/德国,2004,11153.8
战地军魂,8.4,1798,剧情/喜剧/战争,美国,1953,15103.2
极乐岛杀人事件,6.1,1798,剧情/悬疑/惊悚,韩国,2007,10967.8
疯狂粉丝王,5,1798,喜剧/爱情,香港,2007,8990
哆啦A梦：大雄与梦幻三剑士 ドラえもん のび太と梦幻,8.2,1797,科幻/动画/冒险,日本,1994,14735.4
小丑,7.8,1797,喜剧,意大利/法国/原西德,1970,14016.6
追击8,6.3,1797,喜剧/科幻,香港/中国大陆,2004,11321.1
杀死汝伴,6.3,1796,喜剧/惊悚/犯罪,英国,2015,11314.8
金钱第一,5.2,1796,喜剧/动作/惊悚/犯罪,美国,2012,9339.2
旅行的艺术,7.3,1794,冒险,美国,2008,13096.2
一对一,5.9,1793,惊悚/犯罪,韩国,2014,10578.7
幸福迷途,5.3,1793,剧情/爱情,中国大陆,2012,9502.9
那些年我们疯狂的青春,7.6,1792,喜剧/爱情/歌舞,印度,2013,13619.2
感谢分享,6.6,1792,剧情/喜剧,美国,2013,11827.2
心在彼处,6.6,1792,剧情/喜剧,美国,2014,11827.2
逆流的色彩,6.1,1792,剧情/科幻,美国,2013,10931.2
鳄鱼邓迪,7.2,1791,喜剧/冒险,澳大利亚,1986,12895.2
堕落街,7.5,1790,剧情/传记,西德,1981,13425
白毛女,7,1790,剧情,中国大陆,1951,12530
决斗,7.9,1789,悬疑/惊悚,美国,1971,14133.1
不要忘记哥哥 にぃにのことを忘れない,7.4,1789,家庭,日本,2009,13238.6
柏蒂娜的苦泪,7.8,1788,剧情,西德,1972,13946.4
神,7.7,1788,喜剧/动画/短片,俄罗斯,1905,13767.6
跳跃大搜查线3 踊る大捜査線 THE M,6.9,1788,剧情,日本,2010,12337.2
封门村,2.8,1787,悬疑/惊悚,中国大陆,2014,5003.6
新年行动,6.7,1786,喜剧/动作/爱情/犯罪,印度,2015,11966.2
热爱岛,3.4,1786,喜剧/爱情,中国大陆/香港,2012,6072.4
无敌当家,7.2,1785,喜剧/家庭,美国,2001,12852
油鬼子,5.6,1784,恐怖,香港,1976,9990.4
魅妆,4.4,1784,悬疑/惊悚,中国大陆,2012,7849.6
迎春阁之风波 迎春閣之風,8.3,1783,剧情/动作/悬疑/武侠/古装,台湾/香港,1973,14798.9
东方男孩,7.3,1783,剧情/同性,法国,2013,13015.9
林中漫步,7,1782,剧情/喜剧/冒险,美国,2015,12474
隔凶杀人,6.5,1782,惊悚,韩国,2002,11583
半熟少年,7,1781,剧情/犯罪,美国,1995,12467
类型片大赏,8.1,1780,喜剧/动画/短片,美国,1905,14418
丛林之王,5.8,1780,动作/动画/冒险,德国,2014,10324
恐怖旅馆,2.7,1780,喜剧/恐怖,中国大陆,2012,4806
爱情来了 愛情來,8.1,1779,喜剧,台湾,1998,14409.9
小双侠 ヤッターマ,6,1779,喜剧/动作,日本,2009,10674
拉扎老师,7.8,1778,剧情/喜剧,加拿大,2011,13868.4
伴我梦游,6.7,1778,剧情/喜剧/爱情,美国,2012,11912.6
爱您爱到杀死您,6.2,1777,喜剧/爱情,香港,1997,11017.4
无相劫,6.1,1777,动作/惊悚/犯罪,印度Indian,2013,10839.7
自私的巨人,7.7,1776,剧情,英国,2013,13675.2
玫瑰的故事,6.4,1776,剧情/爱情,香港,1986,11366.4
杀人狂魔,5.7,1776,悬疑/恐怖/犯罪,美国,2013,10123.2
光晕：传奇,7.3,1775,动作/科幻/动画,美国/日本,2010,12957.5
天外来客,7.1,1775,剧情/科幻,英国,1976,12602.5
美国风情画,7.7,1774,剧情/喜剧/爱情,美国,1974,13659.8
炎热的夜晚,7.7,1774,剧情/悬疑/惊悚/犯罪,美国,1967,13659.8
遗失在火中的记忆,7.3,1774,剧情,美国/英国,2007,12950.2
四个毕业生,7.5,1773,剧情/喜剧/爱情,美国,1994,13297.5
无事生非,7.4,1773,喜剧/爱情/战争,英国/美国,1993,13120.2
黑白战场 黑白戰,6.2,1771,剧情/犯罪,香港,2005,10980.2
天元突破剧场版：红莲篇 劇場版 天元突破グレンラガン ,8.6,1770,剧情/喜剧/动作/科幻/动画,日本,2008,15222
10件或,7.7,1770,剧情/喜剧/爱情,美国,2006,13629
玩命狙击,3.2,1770,动作/犯罪,泰国,2011,5664
瑞典女王,8.3,1769,剧情/爱情/传记/历史/战争,美国,1933,14682.7
魔诫坟场,7.6,1769,喜剧/爱情/恐怖,法国/意大利/德国,1994,13444.4
与敌共眠,7,1769,剧情/惊悚/犯罪,美国,1991,12383
少年特工科迪,6.2,1769,喜剧/动作/爱情/惊悚/家庭/犯罪/冒险,加拿大/美国,2003,10967.8
反叛的鲁路修特别篇：暗黑的背叛 コードギアス 反逆のルルーシュ 特別,9,1768,动画,日本,2008,15912
怪谈 怪,6.3,1768,剧情/爱情/恐怖,日本,2007,11138.4
海的沉默,8.2,1767,剧情/爱情/战争,法国,1949,14489.4
父女情,7.2,1767,剧情,美国/意大利,2015,12722.4
游龙戏凤,6.9,1767,喜剧/爱情,英国/美国,1957,12192.3
鬼讯号,6.2,1767,剧情/科幻/悬疑/惊悚/恐怖,加拿大/英国/美国,2005,10955.4
最狂野的梦想：征服珠峰,8.7,1766,传记,美国,2010,15364.2
杰克和露丝的情歌,7.9,1766,剧情,美国,2005,13951.4
水中漫步,7.8,1766,剧情/悬疑/惊悚/同性,以色列/瑞典,2005,13774.8
五毒,7.8,1766,动作,香港,1978,13774.8
小鬼神偷,6.4,1766,喜剧/动作/家庭/犯罪/冒险,美国/德国,2004,11302.4
名侦探柯南特典：怪盗基德诞生的秘密 名探偵コナンスペシャル 怪盗キッド誕生の,8,1764,剧情/悬疑/犯罪,日本,2010,14112
阿茹茉妮 アルモ,7.9,1764,剧情/动画/短片,日本,2014,13935.6
喜盈门,7.9,1763,剧情/家庭,中国大陆,1905,13927.7
交易,7.5,1762,剧情/惊悚/犯罪,德国/美国,2007,13215
结婚纪念日,6.5,1760,喜剧/爱情,美国,2005,11440
恐怖母亲节,6.3,1760,惊悚/恐怖,美国,1905,11088
猛龙特囧 猛龍特,4.4,1760,喜剧/动作,香港/中国大陆,2015,7744
别动,7.9,1759,剧情/爱情,意大利/西班牙/英国,2004,13896.1
O侯爵夫,7.3,1759,剧情/历史,法国/西德,1976,12840.7
难兄难弟,7.8,1758,喜剧/犯罪,法国,1986,13712.4
地狱醒龙,7,1758,剧情/动作/惊悚,美国,2003,12306
环大西洋,3,1758,科幻,美国,2013,5274
超级大坏蛋短片：毁灭按钮,6.7,1757,喜剧/动画/短片,美国,2011,11771.9
国境边界,5.3,1757,剧情/动作/惊悚/犯罪,墨西哥/美国,2008,9312.1
不惜一切回巴黎 ,6.6,1756,喜剧,法国,2013,11589.6
女教授的隐秘魅力,4.7,1756,喜剧/爱情,韩国,2006,8253.2
想爱就爱,4.6,1756,剧情/爱情,泰国,2015,8077.6
小乌龟是如何长大的,7.8,1754,喜剧,英国,2015,13681.2
冰峰游戏,5,1754,动作/冒险,芬兰/英国/德国,2014,8770
不羁的美女,7.1,1753,剧情/情色,法国/瑞士,1991,12446.3
2009迷,6.7,1753,剧情/动作/科幻/悬念,韩国/日本,2002,11745.1
黑色喜剧 黑色喜,3.8,1753,喜剧,香港,2014,6661.4
若世界属于我,7.1,1752,喜剧/爱情/同性/歌舞/奇幻/冒险,美国,2008,12439.2
不惜一切,6.7,1752,喜剧/犯罪,英国/法国,1995,11738.4
母与子 Мать и ,8.4,1751,剧情,俄罗斯/德国,1997,14708.4
高山上的世界杯,8.5,1750,喜剧/运动,Bhutan/澳大利亚,2000,14875
大奥华之乱 SP 悲恋的尽头 大奥～華の乱～,7.7,1749,古装,日本,2005,13467.3
二龙湖浩哥之风云再起,6.5,1749,剧情/喜剧,中国大陆,2015,11368.5
飞出个未来大电影4：绿色狂,8.1,1748,喜剧/动作/科幻/动画,美国,2009,14158.8
我最好的朋友哈利,7.3,1748,剧情/喜剧/惊悚,法国,2000,12760.4
灵气逼人 靈氣迫,6.7,1748,剧情/恐怖,香港,1984,11711.6
海盗船与碰碰猫,8,1747,动画/短片,法国/加拿大,2004,13976
生死抉择,6.2,1746,剧情,中国大陆,2000,10825.2
那年阳光灿烂,8.4,1745,剧情/传记,西班牙/英国/法国/智利,2005,14658
我愿意,7.4,1745,剧情/爱情/同性,美国,2012,12913
图书馆战争2：最后的任务 図書館,7.2,1745,剧情/动作/科幻,日本,2015,12564
美国制造,7,1745,悬疑/犯罪,法国,1966,12215
蛇蝎美人,6.8,1745,惊悚/犯罪,法国,2002,11866
爱情达阵,6.6,1745,剧情/喜剧/爱情/运动,美国/德国,2008,11517
五个相扑的少年 シコふんじゃった,7.9,1744,喜剧/运动,日本,1992,13777.6
卡夫卡,7.8,1744,剧情/喜剧/科幻/悬疑/惊悚,美国/法国,1991,13603.2
海岸情深,5.7,1744,剧情/爱情,美国/法国,2015,9940.8
白色上帝 ,7,1743,剧情,匈牙利/德国/瑞典,2014,12201
非我吉日,6.8,1743,喜剧/动作/冒险,德国,2014,11852.4
天与地 天と地,7.9,1742,剧情/动作/战争/冒险,日本,1990,13761.8
爱在春天来临,8,1741,剧情/爱情/西部,美国,2003,13928
飞向太空,6.6,1741,剧情/爱情/科幻/悬疑,美国,2002,11490.6
剧场版 BL,6.5,1741,动画,日本,2012,11316.5
开拓者,5.9,1741,剧情/动作/惊悚/历史/战争/冒险,美国,2007,10271.9
跳支华尔兹,7.1,1740,剧情/喜剧,加拿大/西班牙/日本,2011,12354
浮士德,8.6,1739,恐怖/奇幻,德国,1926,14955.4
五月八月,7.9,1739,剧情/家庭/战争,香港,2002,13738.1
大玩家,7.5,1739,剧情/喜剧/爱情/悬疑/惊悚/犯罪,美国,1992,13042.5
烟雨红颜,6.4,1739,爱情,中国大陆,2002,11129.6
我是谁,3.4,1739,喜剧/动作,中国大陆,2015,5912.6
A片特攻,6.5,1738,喜剧,美国,2005,11297
盗马贼,7.4,1737,剧情,中国大陆,1905,12853.8
恐怖因素,6.4,1737,喜剧/动作/惊悚/冒险,美国,1999,11116.8
天涯沦落女,8.2,1736,剧情,法国,1985,14235.2
好莱坞庄园,6.5,1736,剧情/悬疑/惊悚/传记/历史/犯罪,美国,2006,11284
回归者,6.4,1736,动作/科幻/冒险,日本,2002,11110.4
杀人房间,5.4,1736,剧情/惊悚/恐怖,美国,2009,9374.4
原始恐惧,5.3,1736,惊悚/恐怖,澳大利亚,2011,9200.8
发薪日,8.9,1735,喜剧/短片,美国,1922,15441.5
剧场版动画 忍者乱太郎 忍术学园 全员出动！ 劇場版アニメ 忍たま乱太郎 忍術学園 ,8,1735,动画,日本,2011,13880
家长指导,7.2,1735,喜剧,美国,2012,12492
深入敌后3：哥伦比,6,1735,动作/惊悚/战争,美国,2009,10410
K 剧场版 ,7.7,1734,动作/科幻/动画/战争,日本,2014,13351.8
大甩卖,7,1734,剧情/喜剧,美国,2011,12138
爱与和平 ラブ&a,6.8,1734,剧情/科幻,日本,2015,11791.2
全力扣杀 全力扣,4.8,1734,喜剧/动作,香港/中国大陆,2015,8323.2
鲸的鱼跃 クジラの跳,8.4,1733,动画/短片/奇幻,日本,1905,14557.2
野兽之都,7,1733,剧情/犯罪,韩国,1997,12131
变蝇人,6.2,1733,科幻/恐怖,美国,1989,10744.6
失业皇帝 失業皇,6.2,1733,喜剧/爱情,香港,1999,10744.6
我们梦中见,7.6,1732,剧情/喜剧,美国,2015,13163.2
蜡笔小新之森林里的暴风雨 クレヨンしんちゃん 嵐を呼ぶジャン,7.9,1731,喜剧/动画,日本,2000,13674.9
欲蛇,4,1731,惊悚/恐怖/奇幻,印度/美国,1905,6924
超时空要塞外传 マクロスプラ,8.8,1730,科幻/动画,日本,1994,15224
蒲田进行曲 蒲田行進,8,1730,喜剧/爱情,日本,1982,13840
维特根斯坦,7.8,1730,剧情/同性/传记/历史,英国/日本,1993,13494
委托人,7.6,1730,剧情/悬疑/惊悚,美国,1994,13148
追讨者,6.9,1730,喜剧/动作/科幻,美国,1984,11937
四海本色,8.3,1729,惊悚/犯罪/运动/黑色电影,英国,1950,14350.7
兰闺惊变,8.1,1729,剧情/惊悚,美国,1962,14004.9
圆桌 円卓 こっこ、ひと夏のイマ,7,1729,喜剧,日本,2014,12103
十月奏鸣曲,7.4,1728,爱情,泰国,2009,12787.2
黑狱断肠歌之砌生猪肉 黑獄斷腸歌之砌生豬,6.9,1728,犯罪,香港,1997,11923.2
男妇女主任,6.8,1728,剧情/喜剧,中国大陆,1999（中国大陆）,11750.4
詹尼弗,6.8,1728,惊悚/恐怖,美国,2005,11750.4
惊魂记,7.3,1727,悬疑/惊悚/恐怖,美国,1983,12607.1
来自樱花的信：AKB48成员们的毕业物语 桜からの手紙 ～AKB,6.9,1727,剧情/喜剧/爱情,日本,2011,11916.3
中俄列车大劫案 中俄列車大劫,6.3,1727,动作,香港,1995,10880.1
阴阳路4：与鬼同,5.9,1727,喜剧/恐怖,香港,1998,10189.3
这样的爱 ,8.1,1726,剧情,法国,2010,13980.6
美丽新世界 As,7.4,1726,喜剧/家庭/奇幻/冒险,法国/德国/意大利,1999,12772.4
入侵隐私,5.4,1726,剧情/惊悚/恐怖,英国/美国,2011,9320.4
沙滩上的宝莲 ,8.1,1725,剧情/喜剧/爱情,法国,1983,13972.5
带一片风景走 帶一片風景,7.6,1725,剧情,台湾,2011,13110
妖兽都市 妖獣都,7.4,1725,科幻/动画/恐怖/奇幻,日本,1987,12765
咒·丝,4.8,1725,惊悚,中国大陆,2013,8280
紧急44,7.2,1724,剧情/动作/犯罪,美国,2003,12412.8
战地巫师,6.9,1724,剧情,加拿大,2012,11895.6
格雷塔,6.7,1723,剧情/爱情,美国,2009,11544.1
冷酷的心 ,8.1,1722,剧情/爱情/冒险,墨西哥,1968,13948.2
干爹,4.9,1722,剧情/短片,中国大陆,2012,8437.8
杀人电梯,6.1,1721,喜剧/科幻/惊悚/恐怖/奇幻,荷兰,1983,10498.1
美女食神,4.8,1721,喜剧,香港,2007,8260.8
同性之光,7,1720,剧情/喜剧/同性,美国,2003,12040
操行零分 Z,8.2,1718,剧情/喜剧/短片,法国,1933,14087.6
鳄鱼藏尸日记,7.5,1718,剧情,韩国,1996,12885
夏娃的诱惑：她的技巧,5.8,1718,剧情/惊悚,韩国,2007,9964.4
白痴,7.5,1717,剧情/喜剧,丹麦/瑞典/法国/荷兰/意大利,1999,12877.5
大使阁下的料理人 大使閣下の料理,6.1,1717,剧情,日本,2015,10473.7
他人之子,8.2,1716,剧情,比利时/法国,2002,14071.2
泥之河 泥の,8.9,1715,剧情,日本,1981,15263.5
朝圣者,8.1,1715,喜剧,美国,1923,13891.5
黑执事OVA：夏尔的仙境奇旅(上) 黒執事Ⅱ シエル・イン・,6.9,1715,剧情/动画,日本,2010,11833.5
一个屌丝的自我修养,4.6,1715,剧情/喜剧,中国大陆,2014,7889
花之锁 花の,6.9,1714,爱情/悬疑,日本,2013,11826.6
恋极星 恋極,6.2,1714,剧情/爱情,日本,2009,10626.8
送死,5.7,1714,剧情/惊悚/恐怖,泰国,1905,9769.8
新你所不知道的世界 新あなたの知らない世,5.2,1714,恐怖/短片,日本,2011,8912.8
鹳鸟踟蹰 Το μετέωρο βήμα του ,8.7,1713,剧情/爱情,法国/意大利/希腊/瑞士,1991,14903.1
火柴厂女工,8.3,1713,剧情,芬兰/瑞典,1990,14217.9
偏执,5.7,1713,剧情/动作/惊悚/犯罪,美国/法国,2013,9764.1
中国鸟人 中国の鳥,7.5,1712,剧情/喜剧/奇幻/冒险,日本,1998,12840
遥远的时空中·舞一夜 劇場版 遙かなる時空の中で ,7.6,1711,动画,日本,2006,13003.6
黑色炸药,6.8,1711,喜剧/动作,美国,2009,11634.8
塞瑟岛之旅 Ταξίδι στα Κ,8.5,1710,剧情,希腊/意大利/英国/西德,1984,14535
母性光辉,6.7,1710,家庭,美国,2009,11457
逃离魔窟 グシャノビンヅ,6.7,1709,科幻/恐怖,日本,2004,11450.3
